CODIGO OFICINA;DENOMINACION OFICINA;CODIGO CECO;CODIGO OFICINA DIRECTA;CODIGO OFICINA DELEGADA;CODIGO DT;DENOMINACION DT;CODIGO DGT;DENOMINACION DGT;CODIGO SUBCENTRAL;DENOMINACION SUBCENTRAL;CLAVE DE PRODUCCION;CODIGO TIPO OFICINA;DENOMINACION TIPO DE OFICINA;CODIGO TIPO VIA;DENOMINACION TIPO VIA;DENOMINACION VIA;NUMERO VIA;COMPLEMENTO DENOMINACION VIA;CODIGO POSTAL;CODIGO PROVINCIA;DENOMINACION PROVINCIA;CODIGO LOCALIDAD;DENOMINACION LOCALIDAD;TELEFONOS OFICINA1;TELEFONOS OFICINA2;TELEFONOS OFICINA3;FAX OFICINA;EMAIL OFICINA;HORARIO_NORMAL_W;HORARIO_NORMAL_V;IND_HORARIO_NORMAL_S;HORARIO_NORMAL_S;HORARIO_VERANO_W;HORARIO_VERANO_V;IND_HORARIO_VERANO_S;HORARIO_VERANO_S;PERIODO_VERANO_S_N;PERIODO_INICIO_VERANO;PERIODO_FIN_VERANO;HORARIO_OBSERVACIONES;HORARIO_OBSERVACIONES_VERANO;CODIGO DEL RESPONSABLE;NOMBRE DEL RESPONSABLE;NUUMA RESPONSABLE;PERFIL RESPONSABLE;EMAIL RESPONSABLE;CODIGO DEL RESPONSABLE2;NOMBRE DEL RESPONSABLE2;NUUMA RESPONSABLE2;PERFIL RESPONSABLE2;EMAIL RESPONSABLE2;NOMBRE_MIEMBRO1;NUUMA_MIEMBRO1;PERFIL_MIEMBRO1;EMAIL_MIEMBRO1;NOMBRE_MIEMBRO2;NUUMA_MIEMBRO2;PERFIL_MIEMBRO2;EMAIL_MIEMBRO2;NOMBRE_MIEMBRO3;NUUMA_MIEMBRO3;PERFIL_MIEMBRO3;EMAIL_MIEMBRO3;NOMBRE_MIEMBRO4;NUUMA_MIEMBRO4;PERFIL_MIEMBRO4;EMAIL_MIEMBRO4;NOMBRE_MIEMBRO5;NUUMA_MIEMBRO5;PERFIL_MIEMBRO5;EMAIL_MIEMBRO5
O3730;SALAMANCA - VALLES MINEROS;3730;3730;;24;LEON-ZAMORA-SALAMANCA;07;CENTRO;24;LEON-ZAMORA-SALAMANCA;;OFICINAS TRADICIONALES;DIRECTA;CL;CALLE;VALLES MINEROS;15;;37006;37;SALAMANCA;37006;SALAMANCA;923125411;;;923122969;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;1050;PABLO DE LUCAS TORRES;PDELUCA;Director;pdeluca@mapfre.com;;;;Director2;;JUAN CARLOS MATEOS GARCIA;JCMATE;ASESOR/A COMERCIAL;jcmate@mapfre.com;LUIS MIGUEL ZORITA LOSADA;LZORITA;ASESOR/A COMERCIAL;lzorita@mapfre.com;SANTIAGO MUÑOZ CUBERO;SANMUNO;ASESOR/A COMERCIAL;sanmuno@mapfre.com;SILVIA GARCIA SANCHEZ;SIGARCI;ASESOR/A DE CLIENTES;sigarci@mapfre.com;JUAN ANTONIO GOMEZ COLLADO;JGOMEZC;ASESOR/A DE CLIENTES;jgomezc@mapfre.com
O3909;CASTRO URDIALES;3909;3909;;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;;OFICINAS TRADICIONALES;DIRECTA;;;JAVIER ECHEVARRIA;0001;;39700;39;CANTABRIA;39700;CASTRO URDIALES;942865163;;;942870228;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;942;MIKEL VILLANUEVA PAGALDAY;MIVILLA;Director;mivilla@mapfre.com;;;;Director2;;JESUS MARIA FERNANDEZ VERGARA;JMFERN2;ASESOR/A COMERCIAL;jmfern2@mapfre.com;FRANCISCO JAVIER GONZALEZ ALONSO;FJGONZ;ASESOR/A COMERCIAL;FJGONZ@mapfre.com;MARIA GANDARA SANTIN;GANDARM;ASESOR/A COMERCIAL;gandarm@mapfre.com;MARIA ADEMINA CAYON VALLE;MACAYON;ASESOR/A DE CLIENTES;MACAYON@mapfre.com;JAVIER VILLAR LLAMOSAS;VJAVIER;ASESOR/A DE CLIENTES;vjavier@mapfre.com
O3911;SANTANDER - MARQUES DE LA HERMIDA;3911;3911;;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;;OFICINAS TRADICIONALES;DIRECTA;CL;CALLE;MARQUES DE LA HERMIDA;14;;39009;39;CANTABRIA;39009;SANTANDER;942215908;942215912;;942363665;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25765;LUIS ALBERTO GOMEZ IBAÑEZ;LAGOME;Director;lagome@mapfre.com;;;;Director2;;DAVID SAN MIGUEL LOPEZ;DSANMI;ASESOR/A COMERCIAL;dsanmi@mapfre.com;MERCEDES SAN MIGUEL GARCIA;MESANMI;ASESOR/A COMERCIAL;mesanmi@mapfre.com;ANDRES GONZALEZ GARCIA;AGONZA4;ASESOR/A COMERCIAL;agonza4@mapfre.com;ANGEL MANUEL PERNIA GUERRA;AMPERN;ASESOR/A DE CLIENTES;ampern@mapfre.com;JUDITH OBREGON BECERRIL;JOBREGO;ASESOR/A DE CLIENTES;jobrego@mapfre.com
O3913;SANTANDER - PEDRUECA;3913;3913;;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;;OFICINAS TRADICIONALES;DIRECTA;;;PEDRUECA;0003;;39003;39;CANTABRIA;39003;SANTANDER;942209300;942209320;;942209308;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;74;YOLANDA VALVERDE RUIZ;YVALVE;Director;yvalve@mapfre.com;;;;Director2;;EDUARDO UGARTE NUÑEZ-POLO;UEDUARD;ASESOR/A COMERCIAL;ueduard@mapfre.com;JOSE TORRE RUIZ;JTORRE;ASESOR/A COMERCIAL;jtorre@mapfre.com;LORENZO GUERRA FERNANDEZ;LGUERR;ASESOR/A COMERCIAL;lguerr@mapfre.com;ANGEL PEDRAJA PEREZ;PEDRAJA;ASESOR/A COMERCIAL;pedraja@mapfre.com;JUAN ANTONIO GARCIA ESCAGEDO;JAGARC1;ASESOR/A DE CLIENTES;jagarc1@mapfre.com
O3917;TORRELAVEGA;3917;3917;;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;;OFICINAS TRADICIONALES;DIRECTA;;;GARCILASO DE LA VEGA;0002;;39300;39;CANTABRIA;39300;TORRELAVEGA;942835490;942896704;;942800547;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;653;ALEJANDRO DURAN SANCHEZ;ADURAN;Director;aduran@mapfre.com;;;;Director2;;GEMA FERNANDEZ DIEZ;GFERNA2;ASESOR/A COMERCIAL;gferna2@mapfre.com;LUIS JAVIER MARTINEZ RIVAS;JMART47;ASESOR/A COMERCIAL;jmart47@mapfre.com;JESUS ANGEL HERRERO SAINZ;HERRJA;ASESOR/A COMERCIAL;herrja@mapfre.com;OLGA ALVAREZ ITURBE;OALVAR2;ASESOR/A DE CLIENTES;oalvar2@mapfre.com;RAUL ALONSO CAMPO;RALONS;ASESOR/A DE CLIENTES;ralons@mapfre.com
O4014;SEGOVIA;4014;4014;;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;;OFICINAS TRADICIONALES;DIRECTA;;;EZEQUIEL GONZALEZ;0032;;40002;40;SEGOVIA;40002;SEGOVIA;921412080;;;921443771;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25904;FRANCISCO MIGUEL PONS BARNES;FPONS;Director;fpons2@mapfre.com;;;;Director2;;LAURA YUSTE DE LA FUENTE;LAURAYU;ASESOR/A COMERCIAL;LAURAYU@mapfre.com;CESAR FERNANDEZ PICADO;FPCESAR;ASESOR/A COMERCIAL;FPCESAR@mapfre.com;EVA MARIA ALONSO DE FRUTOS;EMALONS;ASESOR/A COMERCIAL;emalons@mapfre.com;RICARDO DE LA CALLE VELASCO;RCALLE;ASESOR/A COMERCIAL;RCALLE@mapfre.com;MIRIAM ARRANZ RUIZ;MARRAN2;ASESOR/A DE CLIENTES;marran2@mapfre.com
O4109;SEVILLA - FELIPE II;4109;4109;;41;SEVILLA;03;SUROESTE;41;SEVILLA;;OFICINAS TRADICIONALES;DIRECTA;;;DIEGO MARTINEZ BARRIOS;0019;;41013;41;SEVILLA;41013;SEVILLA;954231456;;;954231755;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;1837;MARIA ANGELES ALES DELGADO;AALEDEL;Director;aaledel@mapfre.com;;;;Director2;;FRANCISCO JAVIER SANCHEZ HERRERA;FJSANCH;ASESOR/A COMERCIAL;fjsanch@mapfre.com;MIGUEL ANGEL SANCHEZ GONZALEZ;MSAN14;ASESOR/A COMERCIAL;MSAN14@mapfre.com;FRANCISCO ANTONIO GARCIA ROMERO;FAGARC;ASESOR/A COMERCIAL;fagarc2@mapfre.com;JOSE MANUEL MARTIN TIRADO;JMMARTI;ASESOR/A DE CLIENTES;jmmarti@mapfre.com;RAQUEL TORO GORDON;TOROGR;ASESOR/A DE CLIENTES;torogr@mapfre.com
O4111;SEVILLA - RDA.DE LOS TEJARES;4111;4111;;41;SEVILLA;03;SUROESTE;41;SEVILLA;;OFICINAS TRADICIONALES;DIRECTA;CL;CALLE;RONDA DE TEJARES;1;EDIFICIO MAPFRE PLANTA BAJA;41010;41;SEVILLA;41010;SEVILLA;954289134;;;954288210;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;26014;ANTONIO CAMPOS MENDEZ;ACAMPO1;Director;acampo12@mapfre.com;;;;Director2;;MARIA  ROSARIO ROS SOSA;MROSSOS;ASESOR/A COMERCIAL;mrossos@mapfre.com;JAVIER CANTUDO AGÜERA;JCANTUD;ASESOR/A COMERCIAL;jcantud@mapfre.com;MANUEL MATEO GONZALO;MANMATE;ASESOR/A COMERCIAL;MANMATE@mapfre.com;JOSE ANGEL FERNANDEZ FERNANDEZ;FERNAJA;ASESOR/A COMERCIAL;fernaja@mapfre.com;FRANCISCO COTAN PERAL;FJCOTA;ASESOR/A COMERCIAL;fjcota@mapfre.com
O4116;SEVILLA - GONZALO BILBAO;4116;4116;;41;SEVILLA;03;SUROESTE;41;SEVILLA;;OFICINAS TRADICIONALES;DIRECTA;;;GONZALO BILBAO;0003;;41003;41;SEVILLA;41003;SEVILLA;954415512;954415509;;954426954;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;195785;INES MARIA TRAVIESO BETANCOR;ITRAVIE;Director;itravie@mapfre.com;;;;Director2;;MARIA NIEVES PERAMATO GARCIA;MNPERA;ASESOR/A COMERCIAL;mnpera2@mapfre.com;MARIANO LASSO GARCIA;MLASSO;ASESOR/A COMERCIAL;mlasso@mapfre.com;JOSE LUIS FERNANDEZ VALDERRAMA;JLFERN4;ASESOR/A COMERCIAL;jlfern4@mapfre.com;EDUARDO LUIS TALAVERON SALAS;ELTALAV;ASESOR/A DE CLIENTES;eltalav@mapfre.com;FRANCISCO JAVIER GARCIA LUQUE;FJGARC2;ASESOR/A DE CLIENTES;fjgarc22@mapfre.com
O4119;SEVILLA - AVD.REPUBLICA ARGENTINA;4119;4119;;41;SEVILLA;03;SUROESTE;41;SEVILLA;;OFICINAS TRADICIONALES;DIRECTA;;;REPUBLICA ARGENTINA;0041;;41011;41;SEVILLA;41011;SEVILLA;954990909;;;954450558;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;48429;EMILIO TALAVERA IGLESIAS;TALAVE;Director;talave@mapfre.com;;;;Director2;;DIEGO GARRIDO SERRANO;DIGARRI;ASESOR/A COMERCIAL;digarri@mapfre.com;ANTONIO SALAS BARDON;ASALASB;ASESOR/A COMERCIAL;asalasb@mapfre.com;JOSE ANTONIO BENITEZ GONZALEZ;JABENI;ASESOR/A COMERCIAL;jabeni2@mapfre.com;ESTHER ALVAREZ ALVAREZ;AAESTH1;ASESOR/A DE CLIENTES;aaesth1@mapfre.com;JESUS CORDERO FLORES;JCORDE;ASESOR/A DE CLIENTES;jcorde2@mapfre.com
O4219;SORIA;4219;4219;;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;;OFICINAS TRADICIONALES;DIRECTA;;;CARO;0002;;42001;42;SORIA;42001;SORIA;975212651;975212600;;975232072;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25913;JOSE MARIA OLIVARES VERDES MONTENEGRO;JMOLIV2;Director;jmoliv2@mapfre.com;;;;Director2;;ROBERTO ARANCON MONGE;RARANC;ASESOR/A COMERCIAL;raranc@mapfre.com;MARIO VALERO MARTIN;VALEROM;ASESOR/A COMERCIAL;valerom@mapfre.com;CESAR PARADELO GARCIA;CPARAD;ASESOR/A COMERCIAL;cparad@mapfre.com;CESAR MARTINEZ MARTINEZ;MMCESA1;ASESOR/A DE CLIENTES;MMCESA1@mapfre.com;MARIA MARTA JIMENEZ MARTINEZ;MMJIMEN;ASESOR/A DE CLIENTES;mmjimen@mapfre.com
O4316;TARRAGONA;4316;4316;;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;;OFICINAS TRADICIONALES;DIRECTA;;;HIGINIO ANGLES;0010;;43001;43;TARRAGONA;43001;TARRAGONA;977214823;977216347;;977237462;tarragona.catal@mapfre.com;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25979;ANTONIO LORENZANA BORRULL;ALOREN;Director;aloren@mapfre.com;;;;Director2;;AGUSTIN MAJEM CODINA;AMAJEMC;ASESOR/A COMERCIAL;amajemc@mapfre.com;JESUS JIMENEZ GARCIA CARPINTERO;JGCJESU;ASESOR/A COMERCIAL;JGCJESU@mapfre.com;JORGE PUIG EGEA;JPUIG;ASESOR/A COMERCIAL;jpuig@mapfre.com;ISAAC MANUEL LOGROÑO AÑON;ISLOGRO;ASESOR/A COMERCIAL;ISLOGRO@mapfre.com;DANIEL TORRES MELENDEZ;DTORRE;ASESOR/A COMERCIAL;dtorre@mapfre.com
O4332;REUS;4332;4332;;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;;OFICINAS TRADICIONALES;DIRECTA;;;SANT JORDI;0033;;43201;43;TARRAGONA;43201;REUS;977128812;;;977345763;reus.catal@mapfre.com;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;318;FRANCISCO NAVAS SAEZ;FNAVAS;Director;fnavas2@mapfre.com;;;;Director2;;CARLOS ALBERTO MUNIESA MARCO;CAMUNIE;ASESOR/A COMERCIAL;camunie@mapfre.com;RAUL SALVADOR FERNANDEZ;RSALVAD;ASESOR/A COMERCIAL;rsalvad@mapfre.com;DANIEL TORRES MELENDEZ;DTORRE;ASESOR/A COMERCIAL;dtorre@mapfre.com;AGUSTIN MAJEM CODINA;AMAJEMC;ASESOR/A COMERCIAL;amajemc@mapfre.com;MERITXELL MARTI SERRA;MMART12;ASESOR/A DE CLIENTES;mmart12@mapfre.com
O4333;TORTOSA;4333;4333;;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;;OFICINAS TRADICIONALES;DIRECTA;;;GENERALITAT;0118;;43500;43;TARRAGONA;43500;TORTOSA;977448763;;;977445914;tortosa.catal@mapfre.com;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;798;FRANCISCO BAENA SANCHEZ;FBAENA;Director;fbaena@mapfre.com;;;;Director2;;GABRIEL AINSA COLL;GJAINS;ASESOR/A COMERCIAL;gjains@mapfre.com;ALEJANDRO FERNANDEZ FUERTES;FFALEJ1;ASESOR/A COMERCIAL;ffalej1@mapfre.com;MARIA ANGELES MARTINEZ TELLA;MTMARI3;ASESOR/A COMERCIAL;MTMARI3@mapfre.com;ANGEL CHAVERRI MARGELI;ACHAVE;ASESOR/A DE CLIENTES;achave@mapfre.com;;;;
O4413;TERUEL;4413;4413;;50;ARAGON;04;NORTE;50;ARAGON;;OFICINAS TRADICIONALES;DIRECTA;;;SAGUNTO;0003;;44002;44;TERUEL;44002;TERUEL;978606215;;;978607310;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25806;JULIAN RIOS MARIN;JRIOS;Director;jrios2@mapfre.com;;;;Director2;;CARLOS MANJON CALVO;CMANJON;ASESOR/A COMERCIAL;CMANJON@mapfre.com;MANUEL JESUS GINES VIDAL;MJGINE;ASESOR/A COMERCIAL;mjgine2@mapfre.com;CRISTINA MARTI RUBIO;MARTIRC;ASESOR/A COMERCIAL;MARTIRC@mapfre.com;CESAR NAUDIN ADAN;CNAUDI;ASESOR/A COMERCIAL;cnaudi@mapfre.com;REYES JULIAN MINGUEZ;RJULIAN;ASESOR/A DE CLIENTES;rjulian@mapfre.com
O4504;TALAVERA;4504;4504;;45;TOLEDO - CUENCA -CIUDAD REAL;07;CENTRO;45;TOLEDO - CUENCA -CIUDAD REAL;;OFICINAS TRADICIONALES;DIRECTA;;;EXTREMADURA;0007;;45600;45;TOLEDO;45600;TALAVERA DE LA REINA;925802263;925802300;;925821567;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;305;MARIO OLMEDO DE LOS RIOS;MOLMEDO;Director;molmedo@mapfre.com;;;;Director2;;MERCEDES RETAMAL CHICO;RETAMA1;ASESOR/A COMERCIAL;retama1@mapfre.com;ANA GONZALEZ TORRES;GTANAX1;ASESOR/A COMERCIAL;GTANAX1@mapfre.com;DIEGO CORROCHANO GARCIA;DCORROC;ASESOR/A COMERCIAL;dcorroc@mapfre.com;LORENA FARRACES GIL;LFARACE;ASESOR/A DE CLIENTES;LFARACE@mapfre.com;ISMAEL JIMENEZ JIMENEZ;JIMENEI;ASESOR/A DE CLIENTES;jimenei2@mapfre.com
O4510;TOLEDO;4510;4510;;45;TOLEDO - CUENCA -CIUDAD REAL;07;CENTRO;45;TOLEDO - CUENCA -CIUDAD REAL;;OFICINAS TRADICIONALES;DIRECTA;;;EUROPA;0002;;45003;45;TOLEDO;45003;TOLEDO;925259700;925259750;;925259712;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;31812;CRISTINA LOPEZ SOTO;LOPCRIS;Director;lopcris@mapfre.com;;;;Director2;;ALEJANDRO MORENO PAGE;MPLEJAN;ASESOR/A COMERCIAL;mplejan@mapfre.com;MARIA DEL PILAR PARRO DIAZ;MPARROD;ASESOR/A COMERCIAL;mparrod@mapfre.com;ALBERTO FERNANDEZ PEREZ;RAFERNA;ASESOR/A COMERCIAL;RAFERNA@mapfre.com;JESUS TOMAS MOLINA GARCIA;JTMOLIN;ASESOR/A COMERCIAL;jtmolin@mapfre.com;SARA ROMOJARO LOPEZ;ROMOJAR;ASESOR/A DE CLIENTES;romojar@mapfre.com
O4529;TORRIJOS;4529;4529;;45;TOLEDO - CUENCA -CIUDAD REAL;07;CENTRO;45;TOLEDO - CUENCA -CIUDAD REAL;;OFICINAS TRADICIONALES;DIRECTA;;;PZA. CAÑO NUEVO;9;;45500;45;TOLEDO;45500;TORRIJOS;925764130;925764132;;925762179;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25896;JAVIER JESUS NEIRA BARBA;JJNEIR;Director;JJNEIR@mapfre.com;;;;Director2;;MARTA JIMENEZ MARTIN;JMMARTA;ASESOR/A COMERCIAL;jmmarta@mapfre.com;JORGE MARTIN LAXALDE;JORMART;ASESOR/A COMERCIAL;jormart@mapfre.com;FERNANDO CARRASCOSA LOPEZ;CARRF;ASESOR/A COMERCIAL;carrf@mapfre.com;RUBEN MARTIN PASERO;MARTIR;ASESOR/A DE CLIENTES;MARTIR@mapfre.com;;;;
O4553;ILLESCAS;4553;4553;;45;TOLEDO - CUENCA -CIUDAD REAL;07;CENTRO;45;TOLEDO - CUENCA -CIUDAD REAL;;OFICINAS TRADICIONALES;DIRECTA;;;GARCIA LORCA;6;;45200;45;TOLEDO;45200;ILLESCAS;925512321;925512550;;925511287;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;1852;JAVIER BAUTISTA GOMEZ;JAVBAUT;Director;javbaut@mapfre.com;;;;Director2;;ALFONSO DIEZ DE DIEGO;ADIEZDE;ASESOR/A COMERCIAL;adiezde@mapfre.com;TATIANA GUIJARRO LOBO;TGUIJAR;ASESOR/A COMERCIAL;tguijar@mapfre.com;MARIA VICTORIA DORADO PULGAR;MDORADO;ASESOR/A COMERCIAL;mdorado@mapfre.com;BORJA LENDEZ SOMOZA;BORJALE;ASESOR/A DE CLIENTES;borjale@mapfre.com;ANA BELEN RODRIGUEZ PASCUAL;ABRODR;ASESOR/A DE CLIENTES;abrodr2@mapfre.com
O4562;QUINTANAR DE LA ORDEN;4562;4562;;45;TOLEDO - CUENCA -CIUDAD REAL;07;CENTRO;45;TOLEDO - CUENCA -CIUDAD REAL;;OFICINAS TRADICIONALES;DIRECTA;;;PRINCIPE;0009;;45800;45;TOLEDO;45800;QUINTANAR DE LA ORDEN;925181822;925181372;;925181308;gallf@mapfre.com;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25897;FRANCISCO GALLEGO REQUENA;GALLF;Director;gallf@mapfre.com;;;;Director2;;SEBASTIAN ALHAMBRA ZARCO;SALHAMB;ASESOR/A COMERCIAL;salhamb@mapfre.com;JOSE ANTONIO RODRIGUEZ PRIETO;ROJOSEA;ASESOR/A COMERCIAL;rojosea@mapfre.com;JORGE LUIS NIETO RODRIGUEZ;JNIETOR;ASESOR/A COMERCIAL;jnietor@mapfre.com;GEMMA UTRILLA SANCHEZ;GUTRILL;ASESOR/A DE CLIENTES;GUTRILL@mapfre.com;ROSA RUIZ ABAD;MRUIZAB;ASESOR/A DE CLIENTES;MRUIZAB@mapfre.com
O4618;VALENCIA - PALAU;4618;4618;;46;VALENCIA - ALBACETE;05;ESTE;46;VALENCIA - ALBACETE;;OFICINAS TRADICIONALES;DIRECTA;;;PSO. ALAMEDA;0035;;46023;46;VALENCIA/VALÈNCIA;46023;VALENCIA;963884900;963884998;;;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25818;MANUEL ESCRICHE ESTEBAN;MESCRI;Director;MESCRI@mapfre.com;;;;Director2;;ANTONIO AGUSTIN GIL;AAGUST;ASESOR/A COMERCIAL;aagust@mapfre.com;IGNACIO FEDERICO MARTINEZ LAVIÑA;MARTII;ASESOR/A COMERCIAL;martii@mapfre.com;JUAN MANUEL RODENAS ORTUÑO;JMRODE;ASESOR/A COMERCIAL;jmrode@mapfre.com;JOSE GALVEZ HERVAS;JGALVEZ;ASESOR/A COMERCIAL;jgalvez@mapfre.com;ESPERANZA DOMINGUEZ CANTOS;ESDOMIN;ASESOR/A DE CLIENTES;esdomin@mapfre.com
O4678;MISLATA;4678;4678;;12;CASTELLON-VALENCIA PROVINCIA;05;ESTE;12;CASTELLON-VALENCIA PROVINCIA;;OFICINAS TRADICIONALES;DIRECTA;;;BLASCO IBAÑEZ;0002;;46920;46;VALENCIA/VALÈNCIA;46920;MISLATA;963136447;;;963833141;jlmart5@mapfre.com;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;409;JUAN LUIS MARTIN COMES;JLMART5;Director;jlmart5@mapfre.com;;;;Director2;;RUBEN ESTELLER ESCOLANO;RESTELL;ASESOR/A COMERCIAL;RESTELL@mapfre.com;RAMON ANTONIO NAVARRO LILLO;RANAVA;ASESOR/A COMERCIAL;ranava@mapfre.com;MANUEL MOCHALES CASAS;MMOCHAL;ASESOR/A COMERCIAL;mmochal@mapfre.com;DESAMPARADOS TRINIDAD PEREZ;TRINIDA;ASESOR/A DE CLIENTES;trinida@mapfre.com;;;;
O4689;VALENCIA - CAMPANAR;4689;4689;;46;VALENCIA - ALBACETE;05;ESTE;46;VALENCIA - ALBACETE;;OFICINAS TRADICIONALES;DIRECTA;;;VALLE DE LA BALLESTERA;0017;;46015;46;VALENCIA/VALÈNCIA;46015;VALENCIA;963455431;963455441;;;;09:00 14:00 16:00 19:00;08:00 14:00 16:00 19:00;N; ;08:00 15:00  ;08:00 14:30  ;N; ;S;15-JUN-2005;15-SEP-2005;;;25819;JULIAN PINTADO BESCOS;JPINTA;Director;jpinta2@mapfre.com;;;;Director2;;RAFAEL NEGRETE RENTERO;NEGRETR;ASESOR/A COMERCIAL;NEGRETR@mapfre.com;JUAN CARLOS ESCAMILLA ROMERO;JCESCAM;ASESOR/A COMERCIAL;jcescam@mapfre.com;JUAN MANUEL PEREZ-MELERO GOMEZ;PEREZMJ;ASESOR/A COMERCIAL;perezmj@mapfre.com;PEDRO ALEIXANDRE LOIZAGA;PALEIX;ASESOR/A COMERCIAL;paleix2@mapfre.com;CARLOS MARTINEZ PONCE;CMART50;ASESOR/A DE CLIENTES;CMART50@mapfre.com
